antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'prepositions', 'main_verbs', 'determiners'})","frozenset({'conjunctions', 'nouns', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement'})","frozenset({'main_verbs', 'nouns', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'determiners'})","frozenset({'main_verbs', 'nouns', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense'})","frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns'})","frozenset({'tense', 'conjunctions', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'tense', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'subject_verb_agreement'})","frozenset({'tense', 'conjunctions', 'main_verbs', 'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'nouns'})","frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'determiners'})","frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'tense'})","frozenset({'nouns', 'conjunctions', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense'})","frozenset({'nouns', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'subject_verb_agreement'})","frozenset({'nouns', 'conjunctions', 'main_verbs', 'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense'})","frozenset({'nouns', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'determiners'})","frozenset({'nouns', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'nouns', 'tense', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'subject_verb_agreement'})","frozenset({'nouns', 'tense', 'conjunctions', 'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs'})","frozenset({'nouns', 'tense', 'conjunctions', 'subject_verb_agreement', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'determiners'})","frozenset({'nouns', 'tense', 'conjunctions', 'subject_verb_agreement', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'nouns', 'tense', 'main_verbs', 'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions'})","frozenset({'nouns', 'tense', 'main_verbs', 'subject_verb_agreement', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'nouns', 'tense', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'subject_verb_agreement'})","frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'determiners', 'subject_verb_agreement'})","frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'determiners'})","frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'nouns'}),"frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'tense'}),"frozenset({'nouns', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'main_verbs'}),"frozenset({'nouns', 'tense', 'conjunctions', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'nouns', 'tense', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'prepositions'}),"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'determiners'}),"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'determiners'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'prepositions', 'determiners'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'passives', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'subject_verb_agreement', 'prepositions', 'determiners'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})","frozenset({'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'prepositions'})","frozenset({'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'determiners'})","frozenset({'prepositions', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'passives', 'main_verbs', 'subject_verb_agreement', 'prepositions'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'main_verbs', 'subject_verb_agreement', 'determiners'})","frozenset({'prepositions', 'conjunctions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'main_verbs', 'prepositions', 'determiners'})","frozenset({'conjunctions', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'passives', 'conjunctions', 'subject_verb_agreement', 'prepositions'})","frozenset({'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'subject_verb_agreement', 'determiners'})","frozenset({'prepositions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'prepositions', 'determiners'})","frozenset({'main_verbs', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'passives', 'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})","frozenset({'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'determiners'})","frozenset({'prepositions', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'conjunctions', 'main_verbs', 'prepositions', 'determiners'})","frozenset({'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'conjunctions', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'conjunctions', 'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'main_verbs', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})","frozenset({'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'determiners'})","frozenset({'prepositions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'conjunctions', 'main_verbs', 'prepositions', 'determiners'})","frozenset({'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'conjunctions', 'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'tense', 'passives'})","frozenset({'prepositions', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense', 'subject_verb_agreement', 'passives'})","frozenset({'prepositions', 'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'tense', 'passives'})","frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense', 'determiners', 'passives'})","frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'subject_verb_agreement', 'passives'})","frozenset({'prepositions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'tense', 'passives'})","frozenset({'main_verbs', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'determiners', 'passives'})","frozenset({'prepositions', 'main_verbs', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'tense', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'subject_verb_agreement', 'determiners', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'determiners', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'tense', 'prepositions'})","frozenset({'subject_verb_agreement', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'tense', 'determiners'})","frozenset({'prepositions', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense', 'determiners', 'subject_verb_agreement'})","frozenset({'prepositions', 'conjunctions', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'main_verbs', 'tense', 'determiners'})","frozenset({'conjunctions', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions', 'tense', 'subject_verb_agreement'})","frozenset({'main_verbs', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'determiners', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'conjunctions', 'tense', 'determiners'})","frozenset({'main_verbs', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'tense', 'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement', 'passives'})","frozenset({'prepositions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'prepositions', 'passives'})","frozenset({'tense', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'determiners', 'passives'})","frozenset({'prepositions', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'main_verbs', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'subject_verb_agreement', 'determiners', 'passives'})","frozenset({'prepositions', 'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'determiners', 'passives'})","frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement', 'passives'})","frozenset({'main_verbs', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'subject_verb_agreement', 'determiners', 'passives'})","frozenset({'prepositions', 'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'determiners', 'passives'})","frozenset({'main_verbs', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'subject_verb_agreement', 'determiners', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'prepositions', 'subject_verb_agreement'})","frozenset({'tense', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'determiners', 'subject_verb_agreement'})","frozenset({'prepositions', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'prepositions', 'determiners'})","frozenset({'tense', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'conjunctions', 'determiners', 'subject_verb_agreement'})","frozenset({'main_verbs', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense', 'passives'})","frozenset({'prepositions', 'conjunctions', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'passives'})","frozenset({'prepositions', 'main_verbs', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'determiners', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'prepositions', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'tense'})","frozenset({'prepositions', 'subject_verb_agreement', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'conjunctions', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'main_verbs', 'tense'})","frozenset({'conjunctions', 'subject_verb_agreement', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'tense', 'determiners'})","frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'conjunctions', 'tense'})","frozenset({'main_verbs', 'subject_verb_agreement', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense', 'determiners'})","frozenset({'prepositions', 'main_verbs', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'prepositions', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'tense', 'determiners'})","frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'passives'})","frozenset({'prepositions', 'tense', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'subject_verb_agreement', 'passives'})","frozenset({'prepositions', 'conjunctions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'passives'})","frozenset({'conjunctions', 'tense', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'determiners', 'passives'})","frozenset({'prepositions', 'conjunctions', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'subject_verb_agreement', 'passives'})","frozenset({'prepositions', 'main_verbs', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'passives'})","frozenset({'main_verbs', 'tense', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'determiners', 'passives'})","frozenset({'prepositions', 'main_verbs', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'determiners', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'determiners', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
