antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'passives', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'main_verbs'})","frozenset({'subject_verb_agreement', 'prepositions', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'determiners'})","frozenset({'passives', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions'})","frozenset({'passives', 'main_verbs', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'prepositions', 'main_verbs'})","frozenset({'passives', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'determiners'})","frozenset({'passives', 'prepositions', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'determiners'})","frozenset({'passives', 'prepositions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'main_verbs'})","frozenset({'passives', 'prepositions', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'passives'}),"frozenset({'subject_verb_agreement', 'prepositions', 'main_verbs', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'prepositions'}),"frozenset({'passives', 'main_verbs', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'determiners'}),"frozenset({'passives', 'prepositions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'passives', 'prepositions', 'main_verbs', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'main_verbs'}),"frozenset({'passives', 'prepositions', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'prepositions', 'tense', 'determiners'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'prepositions', 'tense', 'main_verbs'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'prepositions', 'main_verbs', 'determiners'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense', 'determiners', 'main_verbs'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'determiners', 'main_verbs'})",frozenset({'passives'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'prepositions', 'tense'})","frozenset({'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'prepositions', 'determiners'})","frozenset({'tense', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'prepositions', 'main_verbs'})","frozenset({'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense', 'determiners'})","frozenset({'prepositions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense', 'main_verbs'})","frozenset({'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'main_verbs', 'determiners'})","frozenset({'prepositions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'determiners'})","frozenset({'passives', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'tense', 'main_verbs'})","frozenset({'passives', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'determiners'})","frozenset({'passives', 'tense'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'determiners', 'main_verbs'})","frozenset({'passives', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'prepositions'})","frozenset({'tense', 'determiners', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense'})","frozenset({'prepositions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'determiners'})","frozenset({'prepositions', 'tense', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'main_verbs'})","frozenset({'prepositions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense'})","frozenset({'passives', 'main_verbs', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'determiners'})","frozenset({'passives', 'tense', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs'})","frozenset({'passives', 'tense', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'determiners'})","frozenset({'passives', 'prepositions', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'main_verbs'})","frozenset({'passives', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'determiners'})","frozenset({'passives', 'prepositions', 'tense'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'prepositions', 'tense', 'determiners', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'prepositions'}),"frozenset({'passives', 'tense', 'determiners', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'tense'}),"frozenset({'passives', 'prepositions', 'main_verbs', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'determiners'}),"frozenset({'passives', 'prepositions', 'tense', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'main_verbs'}),"frozenset({'passives', 'prepositions', 'tense', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'tense', 'determiners', 'subject_verb_agreement'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense', 'determiners', 'main_verbs'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'tense', 'main_verbs', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'main_verbs', 'determiners', 'subject_verb_agreement'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'tense', 'determiners', 'main_verbs'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'tense', 'determiners'})","frozenset({'subject_verb_agreement', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'tense', 'subject_verb_agreement'})","frozenset({'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense', 'main_verbs'})","frozenset({'subject_verb_agreement', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'determiners', 'subject_verb_agreement'})","frozenset({'tense', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'main_verbs', 'determiners'})","frozenset({'subject_verb_agreement', 'tense'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'main_verbs', 'subject_verb_agreement'})","frozenset({'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'tense', 'determiners'})","frozenset({'passives', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'determiners', 'main_verbs'})","frozenset({'passives', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'tense', 'main_verbs'})","frozenset({'passives', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'subject_verb_agreement', 'main_verbs', 'determiners'})","frozenset({'passives', 'tense'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'tense'})","frozenset({'subject_verb_agreement', 'main_verbs', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'determiners'})","frozenset({'subject_verb_agreement', 'tense', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'subject_verb_agreement'})","frozenset({'tense', 'determiners', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'main_verbs'})","frozenset({'subject_verb_agreement', 'tense', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'determiners'})","frozenset({'passives', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'tense'})","frozenset({'passives', 'main_verbs', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'main_verbs'})","frozenset({'passives', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'determiners'})","frozenset({'passives', 'tense', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'determiners'})","frozenset({'passives', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'main_verbs'})","frozenset({'passives', 'tense', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'passives'}),"frozenset({'subject_verb_agreement', 'tense', 'determiners', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'tense'}),"frozenset({'passives', 'main_verbs', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'determiners'}),"frozenset({'passives', 'tense', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'passives', 'tense', 'determiners', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'main_verbs'}),"frozenset({'passives', 'tense', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'conjunctions', 'nouns', 'subject_verb_agreement'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'conjunctions', 'tense', 'nouns'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'conjunctions', 'tense', 'subject_verb_agreement'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'conjunctions', 'tense', 'nouns'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'tense', 'nouns', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'conjunctions', 'nouns'})","frozenset({'subject_verb_agreement', 'tense'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'conjunctions', 'subject_verb_agreement'})","frozenset({'tense', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'conjunctions', 'tense'})","frozenset({'subject_verb_agreement', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'subject_verb_agreement', 'conjunctions', 'nouns'})","frozenset({'passives', 'tense'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'nouns'})","frozenset({'passives', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'conjunctions', 'tense'})","frozenset({'passives', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense', 'nouns'})","frozenset({'subject_verb_agreement', 'conjunctions'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'tense', 'nouns'})","frozenset({'passives', 'conjunctions'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'conjunctions'})","frozenset({'subject_verb_agreement', 'tense', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'nouns'})","frozenset({'passives', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'conjunctions'})","frozenset({'passives', 'tense', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense'})","frozenset({'passives', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'nouns'})","frozenset({'subject_verb_agreement', 'conjunctions', 'tense'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'subject_verb_agreement'})","frozenset({'conjunctions', 'tense', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'tense'})","frozenset({'subject_verb_agreement', 'conjunctions', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'subject_verb_agreement', 'nouns'})","frozenset({'passives', 'conjunctions', 'tense'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'nouns'})","frozenset({'passives', 'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'tense'})","frozenset({'passives', 'conjunctions', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'conjunctions'}),"frozenset({'passives', 'tense', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'subject_verb_agreement', 'conjunctions', 'tense', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'nouns'}),"frozenset({'passives', 'conjunctions', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'passives', 'conjunctions', 'tense', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'tense'}),"frozenset({'passives', 'conjunctions', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'tense', 'determiners'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'determiners', 'main_verbs'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'tense', 'main_verbs'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'main_verbs', 'determiners'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'tense', 'determiners', 'main_verbs'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'determiners'})","frozenset({'subject_verb_agreement', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'tense'})","frozenset({'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense', 'main_verbs'})","frozenset({'subject_verb_agreement', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'determiners'})","frozenset({'tense', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'determiners'})","frozenset({'subject_verb_agreement', 'tense'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'main_verbs'})","frozenset({'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'tense', 'determiners'})","frozenset({'prepositions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'determiners', 'main_verbs'})","frozenset({'subject_verb_agreement', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'tense', 'main_verbs'})","frozenset({'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'main_verbs', 'determiners'})","frozenset({'prepositions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'tense'})","frozenset({'subject_verb_agreement', 'main_verbs', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'determiners'})","frozenset({'subject_verb_agreement', 'tense', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'prepositions'})","frozenset({'tense', 'determiners', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs'})","frozenset({'subject_verb_agreement', 'tense', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'determiners'})","frozenset({'subject_verb_agreement', 'prepositions', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'tense'})","frozenset({'prepositions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'main_verbs'})","frozenset({'subject_verb_agreement', 'prepositions', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'determiners'})","frozenset({'prepositions', 'tense', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'determiners'})","frozenset({'subject_verb_agreement', 'prepositions', 'tense'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'subject_verb_agreement', 'main_verbs'})","frozenset({'prepositions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'prepositions'}),"frozenset({'subject_verb_agreement', 'tense', 'determiners', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'tense'}),"frozenset({'subject_verb_agreement', 'prepositions', 'main_verbs', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'determiners'}),"frozenset({'subject_verb_agreement', 'prepositions', 'tense', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'prepositions', 'tense', 'determiners', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'main_verbs'}),"frozenset({'subject_verb_agreement', 'prepositions', 'tense', 'determiners'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'prepositions', 'nouns', 'determiners'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'prepositions', 'nouns', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'prepositions', 'determiners', 'subject_verb_agreement'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'nouns', 'determiners', 'subject_verb_agreement'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'subject_verb_agreement', 'prepositions', 'nouns', 'determiners'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'prepositions', 'nouns'})","frozenset({'subject_verb_agreement', 'determiners'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'prepositions', 'determiners'})","frozenset({'subject_verb_agreement', 'nouns'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'prepositions', 'subject_verb_agreement'})","frozenset({'nouns', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'passives', 'nouns', 'determiners'})","frozenset({'subject_verb_agreement', 'prepositions'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
